timestamp,tollID,tagRef,tagHomeID,charge
2022-01-01 23:27,OO09,EGRHOCN9J,EG,2.5
2022-01-01 23:29,NO12,NOQLL8OS9,NO,3.35
2022-01-02 00:14,NAO35,NAONSM43D8,NAO,2.5
2022-01-02 00:24,EG13,EGYTJXEPQ,EG,1.2
2022-01-02 00:30,EG19,KONCXLL4Z,KO,1.4
2022-01-02 00:47,EG34,NAOBMYOFQE,NAO,2.0
2022-01-02 01:15,AM04,AMLJH75LX,AM,2.2
2022-01-02 01:48,NAO40,NAOHL1N13J,NAO,2.5
2022-01-02 01:59,NAO29,OOZSJ49IT,OO,2.5
2022-01-02 02:21,NO06,EGRHOCN9J,EG,3.25
2022-01-02 02:24,AM03,AMXAJI0Y6,AM,2.2
2022-01-02 03:07,EG18,NAO5ZJA8DZ,NAO,2.1
2022-01-02 03:50,EG23,EG7UR23GD,EG,1.4
2022-01-02 04:12,NAO22,NAO5ZJA8DZ,NAO,2.5
2022-01-02 04:20,NAO23,EG9CHJ755,EG,2.5
2022-01-02 04:34,AM10,AMXAJI0Y6,AM,3.1
2022-01-02 04:54,KO02,OOZSJ49IT,OO,3.4
2022-01-02 04:55,OO07,OO7PZE9VI,OO,1.9
2022-01-02 05:58,NAO28,AMNT3W5UZ,AM,2.5
2022-01-02 06:10,NAO11,NAO5UQPGB7,NAO,2.5
2022-01-02 06:30,EG22,EGRHOCN9J,EG,1.6
2022-01-02 06:31,AM05,AMV3A3ZMF,AM,3.6
2022-01-02 06:34,KO04,KONCXLL4Z,KO,2.95
2022-01-02 06:41,EG33,NOE1V2ISQ,NO,2.0
2022-01-02 07:13,NAO40,NAO5ZJA8DZ,NAO,2.5
2022-01-02 07:16,EG23,NAOURTP0LZ,NAO,1.4
2022-01-02 07:45,KO03,OO1B0Z3NX,OO,2.95
2022-01-02 07:54,AM10,EGRHOCN9J,EG,3.1
2022-01-02 08:03,OO10,NAO09SKDGI,NAO,2.5
2022-01-02 08:34,NO14,NOX6GVWRD,NO,4.15
2022-01-02 08:41,AM06,AMXAJI0Y6,AM,3.6
2022-01-02 08:41,EG31,NAOURTP0LZ,NAO,1.4
2022-01-02 08:43,EG38,EG7UR23GD,EG,1.4
2022-01-02 09:04,OO04,OOQ0OXFQ8,OO,2.4
2022-01-02 10:34,NAO14,NAOHAFEYUH,NAO,2.5
2022-01-02 10:53,NAO32,NORCBPLJD,NO,2.5
2022-01-02 10:54,NAO05,EGUT0CVS4,EG,2.5
2022-01-02 10:56,MO09,AMV3A3ZMF,AM,2.7
2022-01-02 11:06,KO09,KOJDP0LVS,KO,2.05
2022-01-02 11:12,OO06,MOJCKJLTE,MO,3.5
2022-01-02 11:16,AM06,AMLJH75LX,AM,3.6
2022-01-02 11:26,AM01,AMHJ7XVG0,AM,2.0
2022-01-02 11:30,NO05,KOWKTAKPU,KO,3.25
2022-01-02 11:55,NO01,NOE1V2ISQ,NO,3.85
2022-01-02 12:02,EG10,EGVWPVS7H,EG,0.9
2022-01-02 12:16,GE02,GE5A0L725,GE,14.7
2022-01-02 12:26,NAO18,NAOHAFEYUH,NAO,2.5
2022-01-02 12:35,EG30,EG9CHJ755,EG,1.5
2022-01-02 13:33,NO01,NOE1V2ISQ,NO,3.85
2022-01-02 14:18,EG06,EG9CHJ755,EG,1.7
2022-01-02 14:30,NO10,NAOP0J43D5,NAO,4.2
2022-01-02 15:07,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-01-02 15:09,EG09,EGYTJXEPQ,EG,0.9
2022-01-02 15:20,NO10,NAOVZ41NAM,NAO,4.2
2022-01-02 15:29,OO04,NOXFGCAQV,NO,2.4
2022-01-02 15:46,EG29,EGC11ERTJ,EG,1.5
2022-01-02 15:51,AM01,AMLJH75LX,AM,2.0
2022-01-02 15:51,NAO10,NAO5UQPGB7,NAO,2.5
2022-01-02 16:09,EG26,NOE1V2ISQ,NO,1.8
2022-01-02 17:22,NAO32,NAOHAFEYUH,NAO,2.5
2022-01-02 17:59,AM06,EGVWPVS7H,EG,3.6
2022-01-02 18:31,NO13,NAO5ZJA8DZ,NAO,4.15
2022-01-02 18:32,KO10,KONCXLL4Z,KO,2.05
2022-01-02 18:48,EG29,AMH9SDBDW,AM,1.5
2022-01-02 18:50,NO05,EGVWPVS7H,EG,3.25
2022-01-02 18:56,AM08,OOZSJ49IT,OO,2.8
2022-01-02 19:13,EG33,EGIGQPKI7,EG,2.0
2022-01-02 19:41,EG11,OO1B0Z3NX,OO,0.5
2022-01-02 20:29,EG11,EGIGQPKI7,EG,0.5
2022-01-02 20:48,MO08,NAOLY8OZCY,NAO,3.15
2022-01-02 20:57,EG10,EGC11ERTJ,EG,0.9
2022-01-02 21:21,AM08,EGYTJXEPQ,EG,2.8
2022-01-02 21:41,EG09,NAOP0J43D5,NAO,0.9
2022-01-02 21:58,EG28,EGF1T2TAL,EG,1.4
2022-01-02 21:59,NO05,OO1B0Z3NX,OO,3.25
2022-01-02 22:09,EG01,EG9CHJ755,EG,3.0
2022-01-02 22:57,AM05,NAOHAFEYUH,NAO,3.6
2022-01-02 23:31,OO01,AMLJH75LX,AM,2.3
2022-01-03 00:51,EG19,EGF1T2TAL,EG,1.4
2022-01-03 00:57,NO06,NORCBPLJD,NO,3.25
2022-01-03 01:20,KO07,NAOP0J43D5,NAO,1.85
2022-01-03 01:22,NAO38,NAO09SKDGI,NAO,2.5
2022-01-03 01:29,OO10,AMLJH75LX,AM,2.5
2022-01-03 01:30,NAO39,NAOURTP0LZ,NAO,2.5
2022-01-03 01:43,KO02,AMXAJI0Y6,AM,3.4
2022-01-03 02:13,OO04,NAOVZ41NAM,NAO,2.4
2022-01-03 02:40,NAO23,NAOLY8OZCY,NAO,2.5
2022-01-03 02:41,OO02,OO3KKV9RF,OO,2.3
2022-01-03 04:00,OO10,OO1B0Z3NX,OO,2.5
2022-01-03 04:06,KO01,KOWKTAKPU,KO,3.4
2022-01-03 04:30,AM03,AMH9SDBDW,AM,2.2
2022-01-03 04:34,NO01,NORCBPLJD,NO,3.85
2022-01-03 04:36,EG05,EG7UR23GD,EG,1.7
2022-01-03 05:05,NAO17,OO1B0Z3NX,OO,2.5
2022-01-03 05:07,NAO28,NAOHAFEYUH,NAO,2.5
2022-01-03 05:24,AM08,AMXAJI0Y6,AM,2.8
2022-01-03 06:11,NAO18,NOXFGCAQV,NO,2.5
2022-01-03 06:13,NAO05,NAO5ZJA8DZ,NAO,2.5
2022-01-03 06:26,EG34,EGC11ERTJ,EG,2.0
2022-01-03 06:28,AM01,NAO5UQPGB7,NAO,2.0
2022-01-03 07:33,KO07,KOJDP0LVS,KO,1.85
2022-01-03 07:40,NAO06,NOQLL8OS9,NO,2.5
2022-01-03 08:15,KO07,AMXAJI0Y6,AM,1.85
2022-01-03 08:23,NAO10,EGSEIMVIH,EG,2.5
2022-01-03 08:36,AM03,AMH9SDBDW,AM,2.2
2022-01-03 08:51,OO05,OOZSJ49IT,OO,3.5
2022-01-03 09:12,OO08,OO3KKV9RF,OO,1.9
2022-01-03 09:26,MO08,MOJCKJLTE,MO,3.15
2022-01-03 09:43,EG21,EGYTJXEPQ,EG,1.6
2022-01-03 10:22,OO10,OOQ0OXFQ8,OO,2.5
2022-01-03 10:31,NAO06,NAOHAFEYUH,NAO,2.5
2022-01-03 10:46,NAO05,KONCXLL4Z,KO,2.5
2022-01-03 10:49,OO10,OO7PZE9VI,OO,2.5
2022-01-03 10:59,EG04,OOZSJ49IT,OO,1.2
2022-01-03 11:46,EG21,EG7UR23GD,EG,1.6
2022-01-03 12:07,NAO07,NAOBMYOFQE,NAO,2.5
2022-01-03 12:10,KO07,NAOURTP0LZ,NAO,1.85
2022-01-03 12:33,NAO20,NOQLL8OS9,NO,2.5
2022-01-03 12:38,NO10,NOQLL8OS9,NO,4.2
2022-01-03 13:00,EG17,OO3KKV9RF,OO,2.1
2022-01-03 13:40,EG28,EGF1T2TAL,EG,1.4
2022-01-03 13:51,NAO36,EGVWPVS7H,EG,2.5
2022-01-03 14:30,KO10,KOIXA11DP,KO,2.05
2022-01-03 14:56,OO05,NO7PTX63C,NO,3.5
2022-01-03 15:06,AM06,AMH9SDBDW,AM,3.6
2022-01-03 15:28,NO13,NOXFGCAQV,NO,4.15
2022-01-03 15:42,NAO22,NAOVZ41NAM,NAO,2.5
2022-01-03 17:21,KO10,KOJDP0LVS,KO,2.05
2022-01-03 17:37,KO04,KOWKTAKPU,KO,2.95
2022-01-03 17:40,NAO25,NAO5ZJA8DZ,NAO,2.5
2022-01-03 18:23,NAO30,NAOHAFEYUH,NAO,2.5
2022-01-03 18:32,NAO26,NAO09SKDGI,NAO,2.5
2022-01-03 18:55,NAO24,AMLJH75LX,AM,2.5
2022-01-03 19:02,NAO03,NAOLY8OZCY,NAO,2.5
2022-01-03 19:05,AM06,AMH9SDBDW,AM,3.6
2022-01-03 19:17,NAO31,OO7PZE9VI,OO,2.5
2022-01-03 19:36,NAO06,NAOP0J43D5,NAO,2.5
2022-01-03 19:42,KO08,KOIXA11DP,KO,1.85
2022-01-03 20:20,MO04,MOV86WZS3,MO,2.1
2022-01-03 20:52,KO01,KONCXLL4Z,KO,3.4
2022-01-03 21:06,KO06,KONCXLL4Z,KO,1.9
2022-01-03 21:12,NO05,EGVWPVS7H,EG,3.25
2022-01-03 21:34,OO03,NAOLY8OZCY,NAO,2.4
2022-01-03 21:51,NO14,NO7PTX63C,NO,4.15
2022-01-03 21:53,AM06,EG7UR23GD,EG,3.6
2022-01-03 22:15,NAO22,NAOVZ41NAM,NAO,2.5
2022-01-03 22:41,EG15,EGVWPVS7H,EG,1.2
2022-01-03 22:58,EG20,EGSEIMVIH,EG,1.4
2022-01-04 00:30,EG18,EGIGQPKI7,EG,2.1
2022-01-04 00:55,KO05,EGVWPVS7H,EG,1.9
2022-01-04 01:00,KO02,EG9CHJ755,EG,3.4
2022-01-04 01:56,OO06,NAOHL1N13J,NAO,3.5
2022-01-04 03:35,EG36,EGUT0CVS4,EG,1.0
2022-01-04 03:43,AM03,AMNT3W5UZ,AM,2.2
2022-01-04 04:08,NAO28,NOE1V2ISQ,NO,2.5
2022-01-04 04:46,AM01,AMXAJI0Y6,AM,2.0
2022-01-04 04:50,NAO13,NAOP0J43D5,NAO,2.5
2022-01-04 04:51,KO08,KOJDP0LVS,KO,1.85
2022-01-04 04:59,AM04,AMV3A3ZMF,AM,2.2
2022-01-04 05:11,KO02,NAOLY8OZCY,NAO,3.4
2022-01-04 05:17,NAO09,NAO5UQPGB7,NAO,2.5
2022-01-04 05:18,NAO05,NAO5ZJA8DZ,NAO,2.5
2022-01-04 05:33,NAO25,NAOHL1N13J,NAO,2.5
2022-01-04 06:01,NO07,EGF1T2TAL,EG,3.55
2022-01-04 06:55,NAO07,NAO5ZJA8DZ,NAO,2.5
2022-01-04 06:59,NAO07,NAOURTP0LZ,NAO,2.5
2022-01-04 07:01,OO07,OOQ0OXFQ8,OO,1.9
2022-01-04 07:04,EG08,EGSEIMVIH,EG,1.8
2022-01-04 07:17,NAO39,NAOP0J43D5,NAO,2.5
2022-01-04 07:29,NO06,NO7PTX63C,NO,3.25
2022-01-04 07:49,OO01,EGYTJXEPQ,EG,2.3
2022-01-04 07:58,GE02,KOWKTAKPU,KO,14.7
2022-01-04 08:04,KO02,KOWM31YIH,KO,3.4
2022-01-04 08:09,EG10,EGIGQPKI7,EG,0.9
2022-01-04 08:12,EG37,EGF1T2TAL,EG,1.4
2022-01-04 08:18,NAO39,NAOP0J43D5,NAO,2.5
2022-01-04 09:04,NAO32,NAO5UQPGB7,NAO,2.5
2022-01-04 09:06,NAO40,NAOHL1N13J,NAO,2.5
2022-01-04 09:26,NO13,NOE1V2ISQ,NO,4.15
2022-01-04 09:59,AM02,AMHJ7XVG0,AM,2.0
2022-01-04 10:23,EG06,EGIGQPKI7,EG,1.7
2022-01-04 10:31,NO10,NOXFGCAQV,NO,4.2
2022-01-04 10:46,NO10,NOX6GVWRD,NO,4.2
2022-01-04 11:27,NO05,KONCXLL4Z,KO,3.25
2022-01-04 11:41,NAO39,EGIGQPKI7,EG,2.5
2022-01-04 12:02,NO06,EGVWPVS7H,EG,3.25
2022-01-04 13:53,OO10,OOQ0OXFQ8,OO,2.5
2022-01-04 14:05,GE02,GE2IAGL58,GE,14.7
2022-01-04 14:24,EG21,AMXAJI0Y6,AM,1.6
2022-01-04 15:20,OO04,OO3KKV9RF,OO,2.4
2022-01-04 15:35,EG17,EG7UR23GD,EG,2.1
2022-01-04 15:58,NO12,MOV86WZS3,MO,3.35
2022-01-04 16:02,NAO04,OOQ0OXFQ8,OO,2.5
2022-01-04 16:10,NAO14,NAONSM43D8,NAO,2.5
2022-01-04 16:47,MO05,MOJCKJLTE,MO,2.6
2022-01-04 16:56,NO10,NAOURTP0LZ,NAO,4.2
2022-01-04 17:03,EG12,EGSEIMVIH,EG,0.5
2022-01-04 17:14,KO08,KONCXLL4Z,KO,1.85
2022-01-04 17:49,MO10,EG9CHJ755,EG,2.7
2022-01-04 17:52,EG25,NAOHL1N13J,NAO,1.8
2022-01-04 18:00,AM10,AMHJ7XVG0,AM,3.1
2022-01-04 19:38,AM06,NOXFGCAQV,NO,3.6
2022-01-04 19:41,NO06,AMHJ7XVG0,AM,3.25
2022-01-04 19:41,OO03,AMXAJI0Y6,AM,2.4
2022-01-04 20:00,KO09,KOJDP0LVS,KO,2.05
2022-01-04 20:01,AM09,AMNT3W5UZ,AM,3.1
2022-01-04 20:01,NAO08,NAOVZ41NAM,NAO,2.5
2022-01-04 20:36,NAO20,NAO5UQPGB7,NAO,2.5
2022-01-04 21:02,KO05,KOWM31YIH,KO,1.9
2022-01-04 21:11,EG33,EGIGQPKI7,EG,2.0
2022-01-04 22:38,EG20,NAOBMYOFQE,NAO,1.4
2022-01-04 23:15,OO06,OO3KKV9RF,OO,3.5
2022-01-04 23:45,NO02,NOXFGCAQV,NO,3.85
2022-01-04 23:51,AM05,AMLJH75LX,AM,3.6
2022-01-04 23:55,KO05,EGC11ERTJ,EG,1.9
2022-01-05 00:53,AM07,OO1B0Z3NX,OO,2.8
2022-01-05 01:24,MO02,NAOHL1N13J,NAO,1.35
2022-01-05 01:25,NAO32,NAO5ZJA8DZ,NAO,2.5
2022-01-05 01:48,OO06,NO7PTX63C,NO,3.5
2022-01-05 02:14,MO09,EGF1T2TAL,EG,2.7
2022-01-05 03:01,AM03,AMH9SDBDW,AM,2.2
2022-01-05 03:05,EG22,OO7PZE9VI,OO,1.6
2022-01-05 03:19,GE02,GEX7EEDTJ,GE,14.7
2022-01-05 03:50,EG01,NAO5UQPGB7,NAO,3.0
2022-01-05 04:07,EG21,EGYTJXEPQ,EG,1.6
2022-01-05 04:31,EG33,EGF1T2TAL,EG,2.0
2022-01-05 04:34,EG29,EGF1T2TAL,EG,1.5
2022-01-05 04:38,NO11,NAOURTP0LZ,NAO,3.35
2022-01-05 04:40,NO07,NOQLL8OS9,NO,3.55
2022-01-05 04:42,OO08,OO7PZE9VI,OO,1.9
2022-01-05 04:53,NO06,GE5A0L725,GE,3.25
2022-01-05 05:11,NO14,NO7PTX63C,NO,4.15
2022-01-05 05:17,NO14,NO7PTX63C,NO,4.15
2022-01-05 05:39,AM05,AMLJH75LX,AM,3.6
2022-01-05 05:59,EG22,EGVWPVS7H,EG,1.6
2022-01-05 06:01,NO10,KOIXA11DP,KO,4.2
2022-01-05 06:08,NO11,NOXFGCAQV,NO,3.35
2022-01-05 06:16,NO05,NOX6GVWRD,NO,3.25
2022-01-05 07:22,NO06,NOXFGCAQV,NO,3.25
2022-01-05 07:28,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-01-05 08:15,EG10,NORCBPLJD,NO,0.9
2022-01-05 08:25,AM07,NAO5UQPGB7,NAO,2.8
2022-01-05 08:28,EG03,NAO09SKDGI,NAO,1.2
2022-01-05 08:48,NAO35,NAO09SKDGI,NAO,2.5
2022-01-05 08:50,KO07,KOWKTAKPU,KO,1.85
2022-01-05 09:21,EG11,EGC11ERTJ,EG,0.5
2022-01-05 09:40,NO01,AMNT3W5UZ,AM,3.85
2022-01-05 10:00,KO09,EGC11ERTJ,EG,2.05
2022-01-05 10:04,NO01,NOX6GVWRD,NO,3.85
2022-01-05 10:11,EG31,EGUT0CVS4,EG,1.4
2022-01-05 11:27,NAO41,NAOP0J43D5,NAO,2.5
2022-01-05 11:42,NAO25,OOQ0OXFQ8,OO,2.5
2022-01-05 12:22,EG02,EGF1T2TAL,EG,3.0
2022-01-05 13:01,NO04,NO7PTX63C,NO,3.25
2022-01-05 13:36,MO02,MOV86WZS3,MO,1.35
2022-01-05 13:47,NAO18,KONCXLL4Z,KO,2.5
2022-01-05 14:34,AM05,AMHJ7XVG0,AM,3.6
2022-01-05 14:38,OO10,OOQ0OXFQ8,OO,2.5
2022-01-05 14:40,EG14,OO3KKV9RF,OO,1.2
2022-01-05 14:57,MO09,MOV86WZS3,MO,2.7
2022-01-05 15:19,EG03,EG7UR23GD,EG,1.2
2022-01-05 15:48,AM04,NAOHL1N13J,NAO,2.2
2022-01-05 16:00,AM08,KOIXA11DP,KO,2.8
2022-01-05 16:16,OO04,OOZSJ49IT,OO,2.4
2022-01-05 17:54,NAO32,NAO5UQPGB7,NAO,2.5
2022-01-05 18:21,KO05,EGF1T2TAL,EG,1.9
2022-01-05 18:56,NAO02,NAOP0J43D5,NAO,2.5
2022-01-05 19:25,NO03,NOXFGCAQV,NO,3.25
2022-01-05 20:19,EG11,EGRHOCN9J,EG,0.5
2022-01-05 20:23,NAO37,NAOBMYOFQE,NAO,2.5
2022-01-05 20:55,OO04,OOZSJ49IT,OO,2.4
2022-01-05 21:00,NAO21,NAOLY8OZCY,NAO,2.5
2022-01-05 21:21,NO06,NOE1V2ISQ,NO,3.25
2022-01-05 21:26,EG19,EGYTJXEPQ,EG,1.4
2022-01-05 21:37,OO07,OO7PZE9VI,OO,1.9
2022-01-05 22:05,NO02,NOXFGCAQV,NO,3.85
2022-01-05 22:19,MO06,MOJCKJLTE,MO,2.6
2022-01-05 22:22,NO09,NAOBMYOFQE,NAO,4.2
2022-01-05 22:46,GE02,GEJA1WJ0T,GE,14.7
2022-01-05 22:51,NAO30,EGUT0CVS4,EG,2.5
2022-01-05 23:08,MO04,MOJCKJLTE,MO,2.1
2022-01-05 23:32,AM10,AMV3A3ZMF,AM,3.1
2022-01-05 23:40,NAO20,NAOVZ41NAM,NAO,2.5
2022-01-06 00:25,OO04,OOZSJ49IT,OO,2.4
2022-01-06 00:30,NAO30,NAONSM43D8,NAO,2.5
2022-01-06 00:40,AM09,AMXAJI0Y6,AM,3.1
2022-01-06 00:40,EG02,NAONSM43D8,NAO,3.0
2022-01-06 00:57,NO13,NO7PTX63C,NO,4.15
2022-01-06 01:41,MO08,MOV86WZS3,MO,3.15
2022-01-06 03:08,OO08,OOZSJ49IT,OO,1.9
2022-01-06 03:24,NAO28,NAOHAFEYUH,NAO,2.5
2022-01-06 04:19,NAO01,NAOBMYOFQE,NAO,2.5
2022-01-06 04:50,OO10,OOZSJ49IT,OO,2.5
2022-01-06 04:59,EG29,EG7UR23GD,EG,1.5
2022-01-06 05:07,NAO01,NAOP0J43D5,NAO,2.5
2022-01-06 05:19,NAO16,EGUT0CVS4,EG,2.5
2022-01-06 05:34,OO05,AMHJ7XVG0,AM,3.5
2022-01-06 05:37,EG17,EGYTJXEPQ,EG,2.1
2022-01-06 05:40,NO05,NAOVZ41NAM,NAO,3.25
2022-01-06 06:34,AM06,AMXAJI0Y6,AM,3.6
2022-01-06 06:34,NAO35,KONCXLL4Z,KO,2.5
2022-01-06 07:18,NAO35,NAO5ZJA8DZ,NAO,2.5
2022-01-06 07:27,NO04,NOE1V2ISQ,NO,3.25
2022-01-06 07:39,KO04,KOIXA11DP,KO,2.95
2022-01-06 08:27,AM01,EG7UR23GD,EG,2.0
2022-01-06 08:40,NO06,NOX6GVWRD,NO,3.25
2022-01-06 08:45,NAO37,NAO09SKDGI,NAO,2.5
2022-01-06 08:54,MO10,MOV86WZS3,MO,2.7
2022-01-06 08:57,AM10,AMNT3W5UZ,AM,3.1
2022-01-06 09:04,EG22,EG7UR23GD,EG,1.6
2022-01-06 09:19,NAO17,NAOBMYOFQE,NAO,2.5
2022-01-06 09:43,KO03,KOIXA11DP,KO,2.95
2022-01-06 10:48,EG24,EGF1T2TAL,EG,1.4
2022-01-06 11:16,AM04,MOJCKJLTE,MO,2.2
2022-01-06 11:20,KO06,EGC11ERTJ,EG,1.9
2022-01-06 11:24,AM08,OO7PZE9VI,OO,2.8
2022-01-06 11:44,NAO37,AMNT3W5UZ,AM,2.5
2022-01-06 11:58,EG13,EGUT0CVS4,EG,1.2
2022-01-06 12:31,AM05,AMV3A3ZMF,AM,3.6
2022-01-06 12:32,NAO27,OOQ0OXFQ8,OO,2.5
2022-01-06 12:33,EG38,GEL6246HI,GE,1.4
2022-01-06 12:54,EG32,NAO5ZJA8DZ,NAO,1.4
2022-01-06 13:03,AM02,NOQLL8OS9,NO,2.0
2022-01-06 13:47,MO07,KOIXA11DP,KO,3.15
2022-01-06 13:59,MO06,MOV86WZS3,MO,2.6
2022-01-06 14:49,NAO09,MOJCKJLTE,MO,2.5
2022-01-06 15:03,NAO30,NAOP0J43D5,NAO,2.5
2022-01-06 15:14,EG28,NAOBMYOFQE,NAO,1.4
2022-01-06 15:15,AM03,AMLJH75LX,AM,2.2
2022-01-06 15:35,NO06,NOX6GVWRD,NO,3.25
2022-01-06 15:43,AM04,AMLJH75LX,AM,2.2
2022-01-06 16:46,AM02,AMXAJI0Y6,AM,2.0
2022-01-06 17:12,KO07,KOWKTAKPU,KO,1.85
2022-01-06 17:16,NO10,OO1B0Z3NX,OO,4.2
2022-01-06 17:32,AM08,AMHJ7XVG0,AM,2.8
2022-01-06 17:38,EG10,EGIGQPKI7,EG,0.9
2022-01-06 17:54,EG09,EGSEIMVIH,EG,0.9
2022-01-06 18:01,NAO08,NAO5ZJA8DZ,NAO,2.5
2022-01-06 18:10,AM02,AMHJ7XVG0,AM,2.0
2022-01-06 18:36,AM06,AMXAJI0Y6,AM,3.6
2022-01-06 18:38,OO02,NOQLL8OS9,NO,2.3
2022-01-06 18:44,NAO34,NOXFGCAQV,NO,2.5
2022-01-06 19:00,OO07,NAOLY8OZCY,NAO,1.9
2022-01-06 19:23,KO10,KOJDP0LVS,KO,2.05
2022-01-06 19:25,NAO04,NAO5UQPGB7,NAO,2.5
2022-01-06 20:11,NAO02,KOIXA11DP,KO,2.5
2022-01-06 20:56,OO01,OO7PZE9VI,OO,2.3
2022-01-06 20:59,NAO20,NAO5UQPGB7,NAO,2.5
2022-01-06 21:18,KO10,NO7PTX63C,NO,2.05
2022-01-06 21:28,EG25,MOV86WZS3,MO,1.8
2022-01-06 21:40,AM10,NAO5ZJA8DZ,NAO,3.1
2022-01-06 21:53,AM06,AMXAJI0Y6,AM,3.6
2022-01-06 22:05,NAO11,NAO5UQPGB7,NAO,2.5
2022-01-06 22:15,AM03,AMHJ7XVG0,AM,2.2
2022-01-06 22:27,AM01,NOE1V2ISQ,NO,2.0
2022-01-06 22:34,NAO04,KOIXA11DP,KO,2.5
2022-01-06 22:47,KO09,NOXFGCAQV,NO,2.05
2022-01-06 23:08,MO10,MOJCKJLTE,MO,2.7
2022-01-06 23:10,NO01,NOXFGCAQV,NO,3.85
2022-01-06 23:34,EG19,NAOBMYOFQE,NAO,1.4
2022-01-06 23:38,NAO17,NAONSM43D8,NAO,2.5
2022-01-07 00:09,KO04,KOIXA11DP,KO,2.95
2022-01-07 00:11,NAO07,NAOP0J43D5,NAO,2.5
2022-01-07 00:23,NO02,NOXFGCAQV,NO,3.85
2022-01-07 00:34,NAO06,NAO5UQPGB7,NAO,2.5
2022-01-07 00:35,NO02,NOXFGCAQV,NO,3.85
2022-01-07 00:37,EG21,NOXFGCAQV,NO,1.6
2022-01-07 00:37,NAO27,EG9CHJ755,EG,2.5
2022-01-07 01:24,EG18,EGIGQPKI7,EG,2.1
2022-01-07 01:38,EG09,EG9CHJ755,EG,0.9
2022-01-07 02:00,AM04,AMV3A3ZMF,AM,2.2
2022-01-07 02:47,OO08,OO3KKV9RF,OO,1.9
2022-01-07 03:02,AM09,NAO09SKDGI,NAO,3.1
2022-01-07 04:29,KO06,AMHJ7XVG0,AM,1.9
